otsikko,teksti,tahdet,url,kieli
placeholder,"Takuuvarma talvikenkä. Kuomat on ihan parhaat talvikengät lapsille- lämpimät, vettähylkivät ja helppo pukea.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat talvikengät. Lapsella ollut elämänsä aikana paljon erilaisia talvikenkiä ja kuomat vain ovat yksinkertaisesti parhaat mitä on ollut. Lapsen helppo pukea ja riisua kengät, kotimaisuus eikä hintakaan päätä huimaa.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Klassikot. Perusvarmat ja lämpimät talvikengät lapsille,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Kuomat. Hyvät jalkaan lämpimät,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Suomen talveen paras lasten jalkine. Helppo pukea, lämmin ja kosteuden pitävä kevyt talvikenkä.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"ihan parhaat. Nämä on ihan parhaat lasten talvikengät, kevyet ja lämpimät. Ja sopivan hintaiset.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Klassikko. Helppo pukea jalkaan, lämmin ja tilava. Miinusta kengän ergonomisuudesta: vaikka jalka mahtuu hyvin kenkään, se ei tue kasvavaa jalkaa oikealla tavalla. Tämä on kuitenkin talvikenkien yleinen ominaisuus, eivätkä Kuomat vaikuta huonommilta kuin monet verrokkinsa.",4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Täydellinen talvikenkä. Lapsella ollut jo useampana vuotena kuomat. Vaikka ikää alkaa jo olemaan ja tarkkuutta vaatteiden merkistä, ym. tänäkin talvena hän kysyttäessä kengistä sanoi kuomat haluavansa. Koska ne on niin lämpimät ja helppo pukea jalkaan.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Paras talvikenkä. Ostamme uudet joka vuosi, hinta-laatusuhde kohdillaan!",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Erittäin hyvät kengät! Parhaat talvikengät lapselle,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat pakkaskengät. Kyllä talvella, nämä on sitä varten suunniteltu. Lapsi saa itse helposti jalkaan ja pois, ovat lämpimät ja tilavat. Todella hyvä ostos tänäkin talvena.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Hyvät ja lämpimät kengät! Pidän Kuoman talvikengistä lapsille..hyvin lämpimät ja helpot pukea!,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Ihanan lämpöset. Todella mukavat ja kevyet,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Tutut ja turvalliset. Lämpimät ja muotonsa pitävät talvikengät.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Luottotuote. Näitä lapset haluaa käyttää vuodesta toiseen. Helppo pukea ja riisua, lämmin pakkaskelillä. Kestää pikkusisaruksellekin hyvin.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Nopeat pukea jalkaan. Lapsi tykkää kengistä koska on helpot pukea jalkaan ja lämpimät.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Hyvät talvikengät. Hyvät alkutalvi kengät. Kuminen kärki auttaa loskakelillä. Toppauksen ansiosta menevät pakkasella, kun ottaa kasvuvaraa niin mahtuu lopputalvesta villasukkien kanssa. Nämä ovat jo kolmannet Kuomat tytölle.",4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Kuomat, peruskenkä. Meidän lapsilla on ollut aina Kuomat ja ne on lapsille mitä mainioin kenkä Suomen olosuhteisiin. Pakkasella mahtuu leveän lestin vuoksi lisä villasukat ja jos sattuu olemaan loskaa niin kengät eivät ole heti märät/pilalla. Parhaat kengät!",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Lämmintä ja käytännöllistä. Hyvät talvikengät. Lämpimät. Nopea pukea.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Laadun heikkeneminen. Viikon käytön jälkeen molemmissa kengissä olivat reiät. Reklamaatio ei johtanut mihinkään. En suosittele.,1,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Kätevä talvikenkä. Lapselle erittäin hyvät kengät talvella. Helppo laittaa jalkaan ja lämpimät.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat pakkaskengät. Helppo vetää jalkaan, kevyet ja lämpimät.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Helpon käyttöiset. Vuosien ja7 lapsen kokemuksella paras lasten talvikenkiä.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Helppo ja lämmin talvikenkä. Lapsen helppo laittaa jalkaan sekä pitää jalat lämpimänä. Kestää hyvin kulutusta. Toimii myös aikuisella.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Mukavat ja helpot käyttää. Ostettu eskari-ikäiselle helposti puettavat kengät, joista lapsikin tykkää itse.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Lasten parhaat talvikengät. Pakkassäällä lapsilla joka päivä jalassa, ei palele varpaat ja helppo nykäistä jalkaan.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Hyvät kuomat. Hyvin tyytyväinen ollut kenkiin,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Loistava kenkä. Erinomaiset lasten talvikengät. Lämpimät ja ja kestävät jonkin verran myös vettä. Lapsen helppo pukea itse.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Upea lämmin talvikenkä. Kovassa käytössä ollut lapsella ja ovat kuulema ihanat ja jalat mukavan lämpimät.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Pettymys. Paljon olen kuullut hyvää näistä, mutta omat varpaat eivät kyllä pysy lämpimänä.",2,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat talvikengät lapselle. Kuomat ei petä koskaan. Helppo pukea, lämpimät ja vettä hylkivät.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Ainoat ja Oikeat lasten talvikengät! Ollut todella tyytyväinen ja lapsetkin tykkää.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Lämpimät. Tyytyväinen valintaani,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat ominaisuudet lassen mielestä. Ostin lapsenlapselle 6v. Kuomat ovat helppo pukea, lämpöiset, pysyvät hyvin jalassa. Viime vuonna sai kumiteräiset kuomat. Niissä hänen jalkansa palelivat, tässä mallissa ei ole palelleet aikaisimpina vuosina.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Huiput kengät! Kaikista lämpimimmät kengät lapselle!,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Tuttua laatua. Näillä lapsi mennyt useamman talven. Taattua laatua. Lämpimät.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Hyvin toimii. Hyvä luottotalvikenkä pienelle lapselle, lapsen helppo pukea itse.",4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Hyvät kengät. Kuomat on turvallinen, kestävä ja hyvä valinta lapselle",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Lämpimät pakkaskelin kengät. Joka talvi ostetaan lapselle kuomat kovien pakkaskelien kengiksi, mahtuu hyvin villasukat tarvittaessa.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Loistavat talvikengät. Lämpimimmät ja laadukkaimmat talvikengät lapsille.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Hyvät. Kevyet, mutta ei super lämpimät kun yli -10.",4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Täydelliset lapsille. Täydellinen valinta lapsille.Lämpimat,mukavat jalassa ja helposti puettavat.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Hyvät kengät. Lapselle helpot pukea, pitävät liukkaalla, kestää kosteutta ja on lämpimät. Kestää monella lapsella.",4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Hyvä ostos. Ihanan lämpimät ja helppo pukea!,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat. Ehdottomasti parhaat talvikengät. Tilavat, helppo käyttää, kevyet jne.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Kuoma kenkä tytölle. Ostin erityisherkälle tytölle kuomat ja nämä kuomat ovat olleet vuodesta toiseen ykkös kengät talvella kunhan vain ovat juuri oikean kokoiset. Pehmeä sisus tekee niistä mukavat jalassa . Liian isona kengät kuitenkin hankaavat ikävästi joten summassa kenkää ei kannata ostaa vaan aina jalka mukana sovittamassa.,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat talvikengät. Lämpimät ja helposti jalkaan puettavat kengät, reilu koko.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Kestävät. Hyvät ja kestävät talvikengät.,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Hyvät talvikengät. Lapsen helppo vetää jalkaan, kun on leveä varren suu ja ovat lämpimät.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Hyvät loskakelissä jalat kuivana. Ostin lahjaksi olivat mieluisat.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Hyvä talvikenkä. Helpot, lämpimät, villasukka mahtuu. Pitää myös vettä ja menee pakkasilla. Ei ehkä ergonomialtaan paras, mutta lämmin. Lapsen ja aikuisen helppo pukea, varsi sopivan mittainen.",4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Klassikko. Kevyt, lämmin lasten jalkine.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Loistavat talvikengät lapsille! Ostettu aiemminkin Kuomia ja nyt nytkin taas talvikengiksi Kuomat. Ovat kyllä hyvät, helppo pukea lapsen jalkaan, lapsi saa itsekin puettua helposti. Lämpimät ja plussaa hieman kosteutta kestävästä pinnasta.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Kevyet jalassa,pitää jalat lämpimänä. Jokapäiväisessä käytössä tyytyväinen",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Klassikko syystä. Vettä ja kylmyyttä hylkivä toppakenkä jonka lapsi saa vaivatta puettua ja riisuttua. Helppo pitää puhtaana. Säilyttää muotonsa ja ominaisuutensa, joten on mahdollista kierrättää useammalla lapsella.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat lastenkengät. Lämpimät ja helppo pukea, lapsen mukaan tuntuu hyvältä jalassa.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Joka vuosi uudet kuomat lapsenlapsille. Tosi lämpimät tukevat mukavasti nilkkaa. Helpot lapsenkin laittaa jalkaa,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Lasten jarpaat tarkenee!! Lämpimät peruskuomat!!,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Lämpimät ja kestävät. Olen ostanut jo useammat kengät lapsen lapsille. Käyttäjät tyytyväisiä.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Arkikäyttöön mukavat kengät. Tyttö toivoi Kuomia täksikin talveksi. Lämpimät ja hyvät jalassa. Näihin mahtuu tarpeen tullen paksumpi villasukkakin. Sopii hyvin meidän leveäjalkaiselle viilettäjälle.,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Toimivuutta kohtuulliseen hintaan. Ostin lapselle Kuomat talvikengiksi,koska ovat hinta-laatu suhteeltaan erittäin toimivat. Lämpimät ja kevyet talvikengät,jotka ovat helppo laittaa jalkaan. Lapsi ja äiti tykkää.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Yleisarvosana 10. Ostin tämän tuotteen n.kuukausi sitten lapsenlapselle joten kulutus on kova. Tiedän tuotteen entuudestaan joten siksi uskalsin ostaa nämä jalkineet kovaan käyttöön. Ovat mukavat ja lämpimät.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Suomalaisiin sääoloihin. Luotettava ja pitää sen minkä lupaa.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Mahtavat ominaisuudet. Mukavat jalassa, helppo pukea ja lämpöiset",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Paras lasten talvikenkä. Olen ostanut viimeiset 11 vuotta lapsille talvikengiksi Kuoma talvikengät. Aivan parhaat kengät pienille lapsille ja miksei isommillekin ja aikuisille.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Täydelliset talvikengät. Ostin nämä muutama viikkoa sitten ja olen erittäin tyytyväinen.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Lämpimimmät ikinä!! Joka vuosi nämä ovat kovassa käytössä!,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Hyvä ja Lämmin vuori. Meidän perheessä lapset ovat olleet pienestä asti kuomakengän suurkuluttajia. Ainoa kenkä mikä meidän pojillakin on kestänyt läpi talven,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Hyvät peruskengät. Toimivat talvikengät lapselle. Saa helposti jalkaan ja pitää varpaat lämpiminä.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Pitävät jäällä ja lämpimät pakkasella. Lapselle jälleen Kuomat, ovat todella pitävät liukkailla keleillä, lämpimät pakkasella ja helpot laittaa jalkaan. Lapsi tykkää!",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Lapsille erinomaiset kengät. Lapsille hyvät kengät jotka helppo sujauttaa jalkaan, kevyet ja kuitenkin jos hieman märkää, pitävät vettä jkv. Ovat myös lämpimät.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Helpot!! Kuomat kenkänä on loistovalinta! Sujahtaa helposti jalkaan, koko vastaa oikeaa ja ne on lämpimät! Suosittelen 3 lapsen kokemuksella",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Lapsen suosikki. Kuomat palvelleet lapsia jo monet talvet. Kevyet, lämpimät ja helppo vetää jalkaan.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Lämpimät. Näiden ainoat hyvät puolet on lämpimyys ja se, että pohja on ihan hyvin pitävä. Pohja kolho, ei nolladroppi, kärjen muoto menettelee, saisi olla enemmänkin tilaa varpaille.",2,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Parhaat talvikengät. Kuomissa pysyy lapsen jalat lämpimänä,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Kuoma on aina Kuoma. Olen ostanut lapsilleni aina Kuoma-kengät talveksi. Nyt ostan Kuomat aina syksyllä ihanalle lapsenlapselleni, ja hän ei muita talvikenkiä halua käyttääkään. Jalat menevät niihin että humps vaan! Ei tarvitse nauhojen ja tarrojen kanssa äheltää. Kuoma-kengät tulettavat meidään perheessä!",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Mainio mono. Helppo lapsen itse laittaa jalkaan, lämmin.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Parhaat. Ehdottomasti parhaat. Kevyt, varpaat ei palele. Lapsi osaa itsekin pukea helposti. Itsellänikin on. Ainoat talvikengät missä varpaat ei palele vaikka joutuu olemaan pitempääkin aikaa pakkasessa.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Parhaat kengät. Ostin jo 5 kuomat pojalleni ja aina yhtä laaduukkaat. Kestosuosikit. Myös lämmin ja vettä hylkivä pinta.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,"Paras talvikenkä. Erinomainen talvikenkä lapselle. Pitää hyvin varpaat lämpimänä kovillakin pakkasilla. On kevyet, helppo pukea ja lestiltään mukavat.",5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Hyvä ostos. Osoitautuneet erinomaisiksi talvijalkineiksi lapsille ja myös aikuisille !,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Loistavat jalkineet vuodesta toiseen! Vuosien saatossa olemme aina ostaneet lapsellemme Kuoma putkivarsi saappaat lapsellemme. Hyvät ja kestävät!,4,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Paras talvikenkä kovaan menoon. Loistava kenkä. Lapsen jalat pysyy mukavan lämpiminä eikä loskakelitkään haittaa koska kumireunus suojaa kastumiselta yllättävän hyvin.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Huippu kengät. Ostin ensi talvea varten pojalle ovat entuudestaan tutut meille.,5,https://www.prisma.fi/tuotteet/100069895/kuoma-putkivarsi-lasten-talvisaappaat-koot-30-35-100069895,fi
placeholder,Omistan useat samanlaiset housut ja aina pitää ostaa uudet. Ohuet ja samalla lämpimät. Suosittelen.,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Nyt tarkenee. Vähän jännitti, millainen tuote. Olen tyytyväinen, XL housut on vähän pitkät 167cm pitkälle. Vyötärön kuminauha hyvä leveä. Sopivat myös raskausaikana. Paita myös pitkä malli.",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Hyvät perushousut. Hyvät peruspitkikset ulkoiluvaatteiden alle tai mukavat kotihousut. Materiaali ei kutita.,4,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Hyvät pitkät alushousut. Ostin housut töihin ja on mukavan kevyet mutta samalla lämpimät,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Max joustavuus. Mukavat, miellyttävät trikoot. Helpot pestä, kuivuvat nopeasti . Hyvä hankinta, olen tyytyväinen.",4,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Mahtavat villahousut. Käytän villahousuja aina kylminä aikoina. Miellyttävät päällä.,4,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Kevyet ja lämpimät!! Ostin jo toiset samanlaiset!,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,ihanan lämpimät. Ostin talvella ja olen ollut tyytyväinen laatuun ja istuvuuteen.,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Hyvä ostos. Tosi miellyttävät jalassa,",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Tosi lämpimät ja ohuet housut. Mukavat ja hyvälaatu,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Merinovilla. Ei voisi olla parempia pitkiksiä. Kevyet ja lämpimät, eikä hiosta!",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"vaikuttaa hyvälaatuiselta, lämpimät. Olen tyytyväinen ostokseeni, jota olin kauan harkinnut",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Tosi tyytyväinen ostokseeni. Tosi tyytyväinen ostokseeni,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Hyvät omimaisuudet. Muutaman viikon käytön jälkeen todettuna ihanan ohutta materiaalia, joten nämä sopivat hyvin myös sukkahousujen asemasta housujen alle. Leveä vyötärönauha antaa tukevuutta ja housut pysyvät hyvin päällä liikkuessa.",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Monikäyttöinen. Olen tyytyväinen ostokseni. Ostin jopa toiset samanlaiset.,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Haluan useammat. Ostin ylä- ja alaosan 03/2022 ja pidän ostosta erittäin hyvänä. Mukavat, lämpöiset, sopivan ohuet ja siistit. Niin siistit, että voisi käyttää julkisesti näkyvänä vaatteena.Sopii niin miehille kuin naisille. Aion antaa näitä lahjaksi perheenjäsenille.",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Hyvät merinovillahousut. Ostin nämä muutama kk sitten ja olen ollut tyytyväinen tuotteeseen. Perus hyvät merinovillahousut, ei kutita. Melkein päivittäin ollut käytössä.",4,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,Hyvät lämpimät ohuet merinovillahousut. Hyvät ja lämpimät merinovillahousut. Tarpeeksi ohuet esim. Farkkujen alle.,5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"pehmyt, mukavan tuntuinen iholla. Olen tyytyväinen ostokseeni",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Merinovilla on parasta talviulkoiluun. Jo toiset samanlaiset, kun ensimmäiset kuluivat puhki kovassa kulutuksessa. Koko talven joka päivä urheilussa ja ulkoilussa käytössä. Hengittävät ja lämpöiset.",4,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
placeholder,"Paremmat, kuin luulin. En löytänyt etsimisestäni huolimatta täysmerinovillaisia pitkiä kalsareita ennen joulua mistään. Sitten näin sellaiset talvipakkasella Prismassa. Pitihän ne ostaa. Yllätyin positiivisesti laadusta. Ihanan pehmeät ja lämpimät jalassa. Eivät sähköisty, ekbätkä näytä keräävän niin paljon kuollutta ihosolukkoa kuin keinokuituiset kalsarit. Konepesun villaohjelmalla jälkeen yhä kuin uudet. Hyvä ostos.",5,https://www.prisma.fi/tuotteet/100127567/house-naisten-pitkat-merinovilla-alushousut-100127567,fi
