otsikko,teksti,tahdet,url,kieli,lemmatized_text,mallin_ennuste
placeholder,"Luotettava klassikko! Lähdin prismaan mukavat kesäkengät mielessä, kokeilin muovisia krokseja, mutten innostunut niiden ulkonäöstä. Sitten näin reinot. Kokeilin ja ostin heti. Kestävät, ajattoman tyylikkäät ja mukavat jalassa. Olen käyttänyt nyt reinojani aktiivisesti käyttökenkinä ulkona, eikä moitteita. Kauppareissulle, puistoon, bileisiin tai klubille, kaikki menee :D",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder luotettava klassikko ! lähteä prismaa mukava kesä#kenkä mieli , kokeilin muovinen kroksi , mutta ei innostunut se ulko#näkö . sitten näin reino . kokeilla ja ostaa heti . kestävä , ajatoma tyylikkää ja mukava jalka . olla käyttää nyt reinoja aktiivisesti käyttö#kenkki ulkona , ei moite . kauppa#reissu , puisto , bileinen tai klub , kaikki mennä :D",positiivinen
placeholder,Hyvät tossut. Monet Reinot ostettu ja lisää aiotaan ostaa.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä tossu . moni reino ostaa ja lisää aikoa ostaa .,positiivinen
placeholder,Parhaat kengät. Klassikko kengät. Hyvät ja nopeat potkaista jalkaan,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder parhaat kenkä . klassikko kenkä . hyvä ja nopea potkainen jalka,positiivinen
placeholder,"ihanat perinnetossut,kotoisat. Ostin tossut lahjoiksi isälle ja pojalle.Itsellänikin on ainot.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder ihana perinne#tossu , kotoisa . ostaa tossu lahja isä ja poika . itsellänik olla ainot .",positiivinen
placeholder,Mukavat Reinot. Minulla jo neljännet Reinot käytössä ja viidennet odottaa. Kelpo tuote ja hinta/laatusuhde kohdallaan.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder mukava reino . minä jo neljäs reino käyttö ja viidenne odottaa . kelpo tuote ja hinta / laatu#suhde kohta .,positiivinen
placeholder,"Mukavat jalassa, talvella lämpimät. Vanha tuttu tuote, oikein mukavat.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder mukava jalka , talvi lämpi#mät . vanha tuttu tuote , oikein mukava .",positiivinen
placeholder,"Ihan mahtavat, varsinkin talvella! Pari kuukautta sitten ostetut ja hyvin toimii!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder ihan mahtava , varsinkin talvi ! pari kuukausi sitten ostetut ja hyvin toimia !",positiivinen
placeholder,Mukavat jalassa. Ostin kuukausi sitten ja ovat olleet käytössä siitä asti.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder mukava jalka . ostaa kuukausi sitten ja olla olla käyttö se asti .,positiivinen
placeholder,Hyvät on oikein. Oikein hyvät on kiva kävellä,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä olla oikein . oikein hyvä olla kiva kävellä,positiivinen
placeholder,Lämpimät tossut. Ostin Reinot isälleni. Sopivan kevyet ja lämpimät ja helpot laittaa jalkaan. Sopivat sekä nuoremmille että ikäihmisille.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämpi#mät tossu . ostaa reino isä . sopiva kevyet ja lämpi#mät ja helppo laittaa jalka . sopiva sekä nuori että ikä#ihminen .,positiivinen
placeholder,"Huippu sisäkengät. Ensivaikutelman perusteella samankaltaiset, kuin vanhat jo rikkoontuneet Suomessa valmistetut. Näiden kestävyyttä on mahdoton arvioida kuukauden käytön perusteella, miksi edes kysytään tällaista? Yksi tähti pois, kun valmistus siirtyi ulkomaille. Sellaista se tosin taitaa olla globalisaation aikana.",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder huippu sisä#kenkä . ensivaikutelma peruste saman#kaltainen , kuin vanha jo rikkoontunut Suomi valmistaa . tämä kestävyys olla mahdoton arvioida kuukausi käyttö peruste , miksi edes kysyä tällainen ? yksi tähti pois , kun valmistus siirtyä ulko#maa . sellainen se tosin taitaa olla globalisaatio aika .",positiivinen
placeholder,Reinot on kyllä hienot. Ostin kuukausi sitten ja Reinot eivät ole pettäneet. On makia reiskoilla kävellä.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder reino olla kyllä hieno . ostaa kuukausi sitten ja reino ei olla pettäne . olla makia reisko kävellä .,negatiivinen
placeholder,Hyvät kengät. Todella hyvät mökki kengät! Kannattaa ottaa vähä pienempi koko,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä kenkä . tode hyvä mökki kenkä ! kannattaa ottaa vähän pieni koko,positiivinen
placeholder,"Monikäyttöinen. Pojalle osti 40 vuotislahjaksi , kun entiset jo loppuunkäytetyt. Ulkopohjassa voisi ola kuviota enemmän ,kun ulkonakin niillä tulee käytyä Itse haluisin tossuihin pehmeää sisusta",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder monikäyttöinen . poika ostaa 40 vuoti#slahja , kun entinen jo loppu#unkäytetty . ulko#pohja voida ola kuviota enemmän , kun ulko se tulla käydä itse haluisi tossu pehmeä sisusta",positiivinen
placeholder,"sopii juts leikkauspotilaan jalkaan. Reino-tossut ovat miehelleni tosi hyvät, jalat turvoksissa leikkauksen jälkeen, saa helposti jalkaan ja vielä mahtuu kantapään koroke hyvin oikean jalan tossuun. Hyvä näillä on parannella itsensä kuntoon.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder sopia jutta leikkaus#potilas jalka . Reino#tossu olla mies tosi hyvä , jalka turvoksissa leikkaus jälkeen , saada helposti jalka ja vielä mahtua kanta koroke hyvin oikea jalka tossu . hyvä tämä olla parannella itse kunto .",positiivinen
placeholder,Paras lahjaidea ikinä! Ostettiin naapurin isännälle 40-lahjaksi. Oli tosi onnistunut yllätys.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä lahjaidea ikinä ! ostetti naapuri isäntä 40-lahja . olla tosi onnistua yllätys .,positiivinen
placeholder,"Mukavat kotitossut. Klassikkotossut moneen käyttöön, erityisesti viileällä säällä ihanat ja kevyet jalassa. Koko kannattaa valita yksi koko pienempi kuin normaalisti, että pysyvät jalassa, kun ovat niin väljät.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder mukava koti#tossu . klassikko#tossu moni käyttö , erityisesti viileä sää ihana ja kevyet jalka . koko kannattaa valita yksi koko pieni kuin normaalisti , että pysyä jalka , kun olla niin väljä .",positiivinen
placeholder,Erittäin hyvät. Syöpähoidon kuivattamille jaloille erittäin hyvät.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder erittäin hyvä . syöpä#hoito kuivatama jalo erittäin hyvä .,positiivinen
placeholder,Todella hintansa väärtti. Ovat todella hyvät pyörätuolissa istuvalle koska niillä saa vauhtia ja ovat lämpimät.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder tode hinta väärtti . ova todella hyvä pyörä#tuoli istuva koska se saada vauhti ja olla lämpi#mät .,positiivinen
placeholder,Ihan jees! Kokoon nähden (42) kärkiosa vois olla leveämpi.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder ihan jees ! koko nähden ( 42 ) kärkiosa voida olla leveä .,positiivinen
placeholder,Paras lahja isoisälle! Ostin Reinot isoisälleni lahjaksi ja ne ovat nykyään hänen lempitossunsa! Käytössä joka päivä.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä lahja iso#isä ! ostaa reino isoisä lahja ja se olla nykyään hän lempitossu ! käyttö joka päivä .,positiivinen
placeholder,"Lämpimät ja tarpeelliset mökkijalkineet. Ostin Reinot enolle syntymäpäivälahjaksi, mökkikäyttöön ja ovat kuulemma hyvät ja erittäin tarpeelliset",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder lämpi#mät ja tarpeellinen mökki#jalkine . ostaa reino eno syntymä#päivä#lahja , mökki#käyttö ja olla kuulemma hyvä ja erittäin tarpeellinen",positiivinen
placeholder,"Mahtava tuote. Ostin miehelleni syntymäpäivälahjaksi ja hän tykkää, edelliset olivat loppuun käytetyt ja totaalisesti rikki",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder mahtava tuote . ostaa mies syntymä#päivä#lahja ja hän tykätä , edellinen olla loppu käyttää ja totaalisesti rikki",positiivinen
placeholder,"Tutut ja turvalliset. Ostin puolisolleni uudet Reino-tossut, koska vanhat yli 10vuotta hyvin palvelleet olivat nyt käytössä kuluneet. Tuttu tuote, helppo valinta.",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder tuttu ja turvallinen . ostaa puoliso uusi Reino#tossu , koska vanha yli 10vuotta hyvin palvelle olla nyt käyttö kulune . tuttu tuote , helppo valinta .",positiivinen
placeholder,"Lämpimät ja tilavat. Ostin lahjaksi; helppo laittaa jalkaan, tilavat, lämpimät ja nätit.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder lämpi#mät ja tilava . ostaa lahja ; helppo laittaa jalka , tilava , lämpi#mät ja nätti .",positiivinen
placeholder,Taattua laatua. Lahjan saaja oli oikein tyytyväinen näihin aitoihin ja perinteisiin Reinoihin.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder taattu laatu . lahja saaja olla oikein tyytyväinen tämä aito ja perinteinen reino .,positiivinen
placeholder,Hyvät jalassa. Meidän nuoret pitävät näistä,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä jalka . minä nuori pitää tämä,positiivinen
placeholder,Kohtalaiset ominaisuudet. Tarvitsen näitä koska lattialla aina vetää jonkin verran. Kesällä nämä on aika sopivat mutta talvella saisi ehkä olla lämpimämmät.,3,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder kohtalainen ominaisuus . tarvitsen tämä koska lattia aina vetää jokin verran . kesä tämä olla aika sopia mutta talvi saada ehkä olla lämmi#mämmä .,positiivinen
placeholder,Hyvä laatu. Olen ollut tyytyväinen,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä laatu . olla olla tyytyväinen,positiivinen
placeholder,Lämpimät. Ostin miehelleni. Hän haluaa aina heti uudet jos entiset ovat liikaa kuluneet kotikäytässä.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämpi#mät . ostaa mies . hän haluta aina heti uusi jos entinen olla liikaa kulune koti#käytä .,negatiivinen
placeholder,Tarve ostaa lahjaksi ja lahjansaaja oli ok. OSTIN KOSKA OLI AINUT MYYMÄLÄ JOSSA TOSSUT OLI. LAHJAN SAAJA OLI TODELLA TYYTYVÄINEN,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder tarve ostaa lahja ja lahjansaaja olla ok. osti koska oli ainut maama jossa tossu oli . lahja saaja oli topeulla tyytyväinen,positiivinen
placeholder,"Legendaariset tossut. Ostin reinotossut lahjaksi appiukolle, itsellänikin jo ties kuinka monet käytössä. Aivan Parhaat!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder legendaarinen tossu . ostaa reino#tossu lahja appiukko , itsellänik jo ties kuinka moni käyttö . aivan parhaat !",positiivinen
placeholder,Reino tohveliy. Laitoimme Reino tohvelit isällemme syntymäpäivä lahjaksi ja sankari oli kyllä tyytyväinen,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder Reino tohveliy . laita Reino tohveli isä syntymä#päivä lahja ja sankari olla kyllä tyytyväinen,positiivinen
placeholder,hyvät jalkaan. pysyy jalassa korkeiden sivujen ansiosta,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä jalka . pysyä jalka korke sivu ansio,positiivinen
placeholder,Hyvä lahja. Mainio lahja! Lahjan saanut otti heti käyttöön.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä lahja . mainio lahja ! lahja saada ottaa heti käyttö .,positiivinen
placeholder,"Paras ovat toiset käytössä. Hyvät ,parhaat mitä käyttää kotikäyttöön!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder hyvä olla toinen käyttö . hyvä , hyvä mikä käyttää koti#käyttö !",positiivinen
placeholder,"Yhtä hyvät kuin edelliset. Hyvin toimivat , monipuolinen käytettävyys",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder yhtä hyvä kuin edellinen . hyvin toimia , moni#puolinen käytettävyys",positiivinen
placeholder,"Muita ei tarvita! Menee kesä ja talvet, en ole muita kenkiä käyttänyt.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder muu ei tarvita ! mennä kesä ja talvi , ei olla muu kenkä käyttää .",negatiivinen
placeholder,"Ei kotimaiset sittenkään. Miehelle ostettiin nämä Reinot, Italiassa valmistetut. Ovat aika kapeat mutta mies sanoo, että kyllä ne siitä levenee, mutta en usko. Kokonumero oli hankala kun normi kenkä on 48 niin näissä 45 oli sopiva. Jotenkin eivät ole enää ne vanhan kunnon Reinot. Hyvin niillä sisällä kävelee ja kesäkelillä pihallekin.",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder ei kotimainen sittenkään . mies ostaa tämä reino , Italia valmistaa . ova aika kapea mutta mies sanoa , että kyllä se se levenee , mutta ei uskoa . koko#numero olla hankala kun normi kenkä olla 48 niin tämä 45 olla sopiva . jotenkin ei olla enää se vanha kunnon reino . hyvin se sisällä kävellä ja kesä#keli piha .",negatiivinen
placeholder,"Hyväksi havaitut. Olen ostanut vanhemmalleni ennenkin näitä samoja tossuja ja koska hän on ollut erittäin tyytyväinen niihin , miksi vaihtaa.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder hyväksi havaitu . olla ostaa vanhempi ennen tämä sama tossuja ja koska hän olla olla erittäin tyytyväinen se , miksi vaihtaa .",positiivinen
placeholder,80v-lahjaksi. Lahjan saaja oli tyytyväinen ja piti tossuja koko illan.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder 80v#lahja . lahja saaja olla tyytyväinen ja pitää tossuja koko ilta .,positiivinen
placeholder,Päheet tossut. No onha nää katu-uskottavat!,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder päheet tossu . no onha tämä katu#uskottava !,positiivinen
placeholder,"Tukevat jalassa. Helpot jalkaan laitettavat lämpimät,reinoja ollut aiemminkin. Ostin muuvalta ennen joulua saulitossut joilla ei tehnyt yhtikäs mitään (paitsi nyt energiajätteenä).",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder tukeva jalka . helpo jalka laitettava lämpi#mät , reino olla aiemmin . ostaa muuva ennen joulu sauli#tossu joka ei tehdä yhtikäs mikään ( paitsi nyt energia#jäte ) .",positiivinen
placeholder,"Miesten aamutossujen ykköset. Ostin ensimmäiset tossut noin kuukausi sitten ja tällä viikolla kävin hakemassa vielä toiset, ovat aivan mahtavat",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder mies aamutossu ykkönen . ostaa ensimmäinen tossu noin kuukausi sitten ja tämä viikko käydä hakema vielä toinen , olla aivan mahtava",positiivinen
placeholder,Postinhakukengät. Aviomies oli tosi tyytyväinen joululahjaansa,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder posti#haku#kenkä . aviomies olla tosi tyytyväinen joulu#lahja,positiivinen
placeholder,TOIMIVA. Jalkaan sopivat ja helppo käyttää; hyvä laatu kokemuksesta ; liki vuosittain jollekin perheenjäsenelle,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder toimi#pa . jalkaan sopia ja helppo käyttää ; hyvä laatu kokemus ; liki vuosittain jokin perheen#jäsen,positiivinen
placeholder,Hyvät tossut. Taattua Reino laatua.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä tossu . taattu Reino laatu .,positiivinen
placeholder,"Huippu tuote! Osti lahjaksi miehelleni, joka tarvitsee töihin ”toimistokenkiä” eli kenkiä jotka voi helposti vaihtaa jalkaa kun tulee ulkohommista tai vastaavasti lähtee näihin ulkohommiin. Lämpimät, hyvä poja, helppo laittaa jalkaan, hyvän näköiset… yksinkertaisesti toimii!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder huippu tuote ! osti lahja mies , joka tarvita työ ” toimisto#kenkki ” eli kenkä joka voida helposti vaihtaa jalka kun tulla ulko#homma tai vastaavasti lähteä tämä ulko#homma . lämpi#mät , hyvä poja , helppo laittaa jalka , hyvä näköinen … yksinkertaisesti toimia !",positiivinen
placeholder,"Klassikko tohvelit. Teinilä joululahja, joka sai suupielet hymyyn.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder klassikko tohveli . teinilä joulu#lahja , joka saada suu#pieli hymy .",positiivinen
placeholder,olen käyttänyt Reinoja jo kohta 50vuotta. olen erittäin tyytyväinen käyttäjä,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder olla käyttää reinoja jo kohta 50vuos . olla erittäin tyytyväinen käyttäjä,positiivinen
placeholder,Vanhat ja perinteiset. Ihanat tohvelit vanhalle boomerille.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder vanha ja perinteinen . ihana tohveli vanha boomeri .,positiivinen
placeholder,"Perinteiset Reinot. Reinot ei petä, klassikko ja oikein hyvät ovat",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder perinteinen reino . reino ei petä , klassikko ja oikein hyvä olla",negatiivinen
placeholder,Hyvät tossut sisäkäytöön. Pehmeät ja mukavan lämpimät tossut,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä tossu sisä#käytö . pehmeä ja mukava lämpi#mät tossu,positiivinen
placeholder,Kivat jalassa. Mukavan rennot kengät ja nopeat heittää jalkaan,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder kivat jalka . mukava rento kenkä ja nopea heittää jalka,positiivinen
placeholder,Mukavat ja helppo sujauttaa jalkaan. Tämmöiset edelliset ostin 10v sitten ja nyt oli tarve vaihtaa uusiin.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder mukava ja helppo sujautta jalka . tämmöinen edellinen ostaa 10v sitten ja nyt olla tarve vaihtaa uusi .,positiivinen
placeholder,Onnistunut isänpäivälahja. Prismassa isänpäivälahja ostoksilla hyvin iskivät silmään pöydästä ja valikoituivat tänä vuonna lahjaksi isälle. Koko vastasi hyvin oikeaa/normaalia ja tuntui olevan hyvin mieluinen lahja.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder onnistunut isänpäivä#lahja . prisma isänpäivä#lahja ostos hyvin iskivä silmä pöytä ja valikoituiva tämä vuosi lahja isä . koko vastata hyvin oikea / normaali ja tuntua olla hyvin mieluinen lahja .,positiivinen
placeholder,"Perinteiset. Odotusten mukaiset, ei vielä käytetty",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder perinteinen . odotusten mukainen , ei vielä käyttää",negatiivinen
placeholder,Loistavat ominaisuudet. Olen ollut tyytyväinen ostooni ja pidän laadukkuudesta ja toimivuudesta !,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder loistava ominaisuus . olla olla tyytyväinen osto ja pitää laadukkuus ja toimivuus !,positiivinen
placeholder,Aviomiehelle. Kokemusta Reino tossujen käytöstä kymmeniä vuosia. Itse olen ollut Nokian kumisaapas tehtaalla ompelemassa aitoja alkuperäisiä Ainoja ja Reinoja Nokialla.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder avio#mies . kokemus Reino tossu käyttö kymmenen vuosi . itse olla olla Nokia kumi#saapas tehdas ompelema aito alku#peräinen ainoja ja reinoja nokia .,positiivinen
placeholder,Lämmittää jalkaa ja hyvin helppo laittaa jalkaan. Minulla on ollut käytössä Reinot ja nämä uudet lähetin lahjaksi.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämmittää jalka ja hyvin helppo laittaa jalka . minä olla olla käyttö reino ja tämä uusi lähettää lahja .,positiivinen
placeholder,"Mahtava pito. Eleganssi, aina muodissa ja laadukkaat tossut.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder mahtava pito . eleganssi , aina muoti ja laadukas tossu .",positiivinen
placeholder,"Ihanat Reinot&Ainot. Minulla on jo toiset Ainot. Ne sopivat ihanasti suomalaiseen oloon, kauniit ja käytännölliset. Ainoilla voi piipahtaa terassillakin kumisten pohjien ansiosta. Ainot ovat myös ihanan lämpimät.",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder ihana reino &Aino . minä olla jo toinen ainot . se sopia ihanasti suomalainen olo , kaunis ja käytännöllinen . ainoilla voida piipahta terassi kuminen pohja ansio . ainot olla myös ihana lämpi#mät .",positiivinen
placeholder,"Ehdottoman mukavat kotitossut. Reino ja Aino ei petä koskaan, aina yhtä hyvät käytösä",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder ehdottoma mukava koti#tossu . Reino ja Aino ei petä koskaan , aina yhtä hyvä käytösä",positiivinen
placeholder,Tuttu merkki. Oli mukavaa löytää tuttu tuote pitkästä aikaa.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder tuttu merkki . olla mukava löytää tuttu tuote pitkä aika .,positiivinen
placeholder,Lämpöiset. Tossut on lämpöiset ja hyvä liukueste pohjassa.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder lämpöinen . tossu olla lämpöinen ja hyvä liukueste pohja .,positiivinen
placeholder,Erinomaiset. Erittäin tyytyväinen,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder erin#omainen . erittäin tyytyväinen,positiivinen
placeholder,Hyvä lahjaidea! Ostin Reinot miehelleni isänpäivä lahjaksi ja oli onnistunut ostos. Joka päivä käytössä.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä lahjaidea ! ostaa reino mies isän#päivä lahja ja olla onnistua ostos . joka päivä käyttö .,positiivinen
placeholder,Mahtavat ominaisuudet. Perheessä jo toiset Reino-tossut.Edelliset kulutettu loppuun.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder mahtava ominaisuus . perhe jo toinen Reino#tossu . edellinen kulutettu loppu .,positiivinen
placeholder,Perinnetossut. Reinot ovat aina toivottu lahja.,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder perinnettossut . reino olla aina toivottu lahja .,positiivinen
placeholder,"Vähän pettymys. Tossut eivät ole kunnolla ”jalanmukaiset”, eivät oikein pysy jalassa vaikka vaihdettiin vielä numeroa pienempiin. Paksun sukan kanssa jonkin verran paremmin toimivat.",2,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder vähän pettymys . tossu ei olla kunnolla ” jalan#mukainen ” , ei oikein pysyä jalka vaikka vaihtaa vielä numero pieni . paksu sukka kanssa jokin verran hyvin toimia .",negatiivinen
placeholder,"Upeet Reinot! Ostin Reinot puolisolleni ensimmäiseksi isänpäivälahjaksi, koska ajattelin niiden olevan mukavat kotitossut sekä onhan Reinot kulttituote. Puolisoni tykkäsi lahjasta kovasti. Eteenkin Reinojen pehmeästä ja karvaisesta sisuksesta joka näin talvella lämmittää mukavasti. Reinojen kuosi on myös klassinen ja ajaton. Saan kuulema ensimmäiseksi äitienpäivälahjaksi Ainot.",4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder upeet reino ! ostaa reino puoliso ensimmäinen isänpäivä#lahja , koska ajatella se olla mukava koti#tossu sekä olla reino kultti#tuote . puoliso tykkä lahja kovasti . eteenkin reino pehmeä ja karvainen sisus joka näin talvi lämmittä mukavasti . reino kuosi olla myös klassinen ja ajaton . saa kuulema ensimmäinen äiti#enpäivä#lahja ainot .",positiivinen
placeholder,"Reiskat. Ihan parhaat, jokapäiväses käytössä:)",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder reiska . ihan hyvä , joka#päivä#ses käyttö : )",positiivinen
placeholder,"Hyvät on tossut! Pääsee näppärästi postilaatikolle ja roskia viemään, sisälläkin mukavat jalassa!",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder hyvä olla tossu ! pää näppärästi posti#laatikko ja roska viedä , sisä mukava jalka !",positiivinen
placeholder,"Mukavat ja lämpimät. Olet käytössä noin kuukauden ja ovat hyvät,sopivan kokoiset ja toivottavasti yhtä kestävät kuin entiset noi.8 vuotta käytetyt",5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,"placeholder mukava ja lämpi#mät . olla käyttö noin kuukausi ja olla hyvä , sopia kokoinen ja toivottavasti yhtä kestävä kuin entinen noi.8 vuosi käyttää",positiivinen
placeholder,Kestävät. Lujaa laatua ja taattua kestävyyttä,5,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder kestävä . lujaa laatu ja taattua kestävyys,positiivinen
placeholder,Hyvät jalassa ja lämpimät. Pitävä pohja materiaali. Olen ollut erittäin tyytyväinen. Kestävät ja hyvät tossut.,4,https://www.prisma.fi/tuotteet/100241352/reino-aino-miesten-tossut-reino-100241352,fi,placeholder hyvä jalka ja lämpi#mät . pitävä pohja materiaali . olla olla erittäin tyytyväinen . kestävä ja hyvä tossu .,positiivinen
