otsikko,teksti,tahdet,url,kieli,tunne
Surkeat,"Kuulokkeet eivä pysyneet korvissani millään sovittimilla, Äänenlaatu oli myös todella huono.",1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=2,fi,negatiivinen
JBL Tune Beam vastamelunappikuulokkeet,"Yksinkertaisesti, en suosittele ostamaan.Omassa kappaleessani kotelo ei tunnistanut oikeanpuoleisen kuulokkeen asettamista koteloon, eikä siten ladannut kuuloketta. Lisäksi ilmeisesti tämä sama tunnistamattomuus aiheutti sen, ettei yhteys kuulokkeisiin katkennut vaikka kotelon sulki kuulokkeet sisällään. Piti erikseen puhelimen asetuksista katkaista yhteys. Useasta paikasta netin keskustelupalstoilta opin että kyseessä on ennemminkin tyyppivika kuin että minulle olisi sattunut maanantaikappale.",1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=2,fi,negatiivinen
Halvalla sain,"BF ostos, laatu on loistava ja kuuluvuus hyvä mutta. Miun korvia ei ole luotu nappikuulokkeille. Jokaikinen painaa ja korvia alkaa kuumottamaan. Olen kokeillut kaikkia silikoniadaptereita mutta mikään ei ole hyvä. Hetken voi pitää mutta sitten siirryttävä sangallisiin JBL: n . Iso harmi! Miehelle tilasin samat mutta hänelle ne istuvat tosi hyvin.",3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=2,fi,neutraali
Hyvät hintaisekseen,"Ihan ok kuulokkeet, tällä 39,99 hinnalla, jos olisin ostanut tuolla kaksinkertaisella hinnalla olisin varmaan vienyt takaisin..Äänenlaatu voisi olla parempi ja hieman petyin vastamelunkin laatuun. Yhdistäminen toimi saumattomasti.",3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=3,fi,neutraali
Älkää ostako,"Ostin tuotteen vuosi sitten, ja nyt vajaan puolisen vuotta olen tapellut kuulokkeitten kanssa.Kuulokkeet eivät joko lataudu kotelossa, yhdistävät puhelimeen ollessaan kotelossa, eivät yhdistä pois puhelimesta kun laitan ne koteloon.Ja nyt viimein se kunnian päivä koitti kun oikea kuuloke meni kokonaan mykäksi. Ei lataudu, ei yhdistä. Eli kuoli kokonaan.Huomioitavaa on että kuuloke toimi vielä eilen hyvin, en ole kuulokkeita puotellut tai kohdellut kaltoin.Matkalla töihin hoksaan että jaaha, kuuloke ei enään yhdistä vaikka juuri toimi normaalisti.Jo ovat laitteen keksineet kun kotelossa menee rikki.Olen pitänyt kuulokkeita puhtaina, siistinä ja paikassa jossa niihin ei pääse pölyä tai kosteutta.Puhdistin kaikki mahdolliset kohdat kuulokkeesta ja kotelosta. Mutta ei mitään. Oikea kuuloke ei vain suostu toimimaan, Ja vasen ei yhdistä pois puhelimesta vaikka on kotelossa.Eli älkää hyvät ihmiset tuhlatko rahaa tähän. Etsiessäni ratkaisua tähän, törmäsin satoihin ihmisiin joilla kaikilla sama ongelma.Ostakaa jotain fiksumpaa. Sillä sama ongelma tulee teillekkin jossain kohtaan vastaan",1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=3,fi,negatiivinen
Turhaa rahan tuhlausta.,Halvat ja huonot. Äänenvoimakkuus liian pieni ja laatu huono.,2,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=3,fi,negatiivinen
JBL bulkki,"Bullkkitavaraa. Äänenlaadussa ei kehumista. Vaikea saada korvaan iso kuin taivas. Akun kestoa en ole testannut. Ei mitenkään 79,00 euron arvoinen. Kaduttaa että maksoin 40 euroa. Sony Wf-510 on kaikin tavoin parempi.",2,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
Huono mikä huono...,"Se tunne, kun pakasta vedetyistä kuulokkeista toinen ei lataudu ... taattua jbl laatua",1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
Menee rikki parissa kuukaudessa,"Toinen kuuloke ei lataudu kunnolla parin kuukauden käytön jälkeen. Saattaa näyttää 100% ,mutta toimii vain lyhyen hetken. Toisessa kuulokkeessa taas ääni kuuluu tosi vaimeana vaikka äänet täysillä. Vaihdoin takuussa uusiin samanlaisiin, mutta samat ongelmat toistui.",2,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
JBL tune,Ei sovi kestävään käyttöön. Ekat pari kuukautta toimi hyvin mutta sitte toinen niistä vaan lopetti toimimisen.,1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
"Hyvät kuulokkeet, mutta huonosti toimiva kotelo.","Mielestäni kuulokkeiden äänenlaatu ja vastameluominaisuus toimivat hyvin. Kotelo ei tosin usein lataa oikeanpuolista nappikuuloketta, jolloin pystyn ainoastaan kuuntelemaan vasemmalla kuulokkeella. Sitten taas vähän ajan päässä lataus toimii taas, hetkeksi.",3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,neutraali
Latausongelmia,"Jo parin viikon jälkeen tuli ongelma ettei toinen kuulokkeista aina lataa ollenkaan tai lataa hyvin hitaasti. Lopulta paheni niin että hyvin harvoin pääsin käyttämään näitä, joten palautin takuuseen ja sain uudet tilalle. Sama ongelma niissäkin. Olen koittanut kaikkea kuten puhdistaa ohjeiden mukaisesti, ja netistä lukemani vinkit eli laittaa pois päältä kännykkäsovelluksen kautta ja laittaa pala nenäliinaa väliin niin että kansi painaa niitä paremmin alaspäin. Silti sama ongelma, nyt oli ladannut vain 80% asti molemmat vaikka oli nenäliina välissä ja ollut 14 tuntia latauksessa. Netistä olen lukenut että samaa ongelmaa ollut monilla muilla. Kohta on palautettava nämäkin takuuseen, mutta toivottavasti saan rahat takaisin sillä on pitkä matka joka kerta mennä hakemaan samat vialliset kuulokkeet. Ei näin.",1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
Ei jatkoon,Aikaisemmin ollut useat jbl kuullokkeet käytössä  ja ollut niihin aina tyytyväinen mutta nämä oli kyllä ihan turha ostos. Alkuun toimi noin kuukauden ajan hyvin sen jälkeen ollut jatkuvasti ongelmia latauksen kanssa.  Ensin vasen kuuloke ei yhdistänyt latauskotelossa ja ei latautunut vaikka ollu yön yli siinä. Sen jälkeen ongelma siirtynyt myös oikeaan kuullokkeeseen.,2,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
Hajosi nopeasti,"Puolen vuoden käytön jälkeen vasen kuuloke on lakannut toimimasta. Välillä kuuloke ei yhdisty lainkaan ja kuulokkeet toimivat vain monotilassa, välillä taas molemmat kuulokkeet yhdistyvät mutta vasemmasta ei kuulu ääntä. Vaikka äänenlaatu oli toimiessaan hintaan nähden varsin hyvä, ei tuote ole hintansa arvoinen jos se lakkaa toimimasta näinkin pian.",2,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
Tappimalli,"Verraten tune buds: läpikuuluvuus toimii yli odotusten, tappi tuo mikit kauemmaksi korvasta. Vastamelu saisi olla parempi.  Istuvuus keskimmäisillä tulpilla pienissäkorvissa riittävä. Sovellusohjauksessa käytön muokattaviushelpppoa taajuuskorjain selkeä.",3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,neutraali
Latausongelma,"Kuulokkeet toimivat toimiessaan oikein hyvin, ja melunvaimennuksen tehokkuus yllätti. Kuitenkaan yhden päivän käytön jälkeen kuulokkeet eivät lataudu latauskotelossa jostain syystä. Illalla laitoin ne koteloon, ja aamulla niissä oli edelleen vain sama 20% lataus vaikka kotelossa olisi kyllä virtaa. En tiedä teenkö jotain väärin vai onko näissä joku vika. Tällä menolla käyttöaika yhdellä piuhalatauksella on siis vain tuon 10 tuntia kun kotelosta ei saa lisälatausta ollenkaan ellei laita piuhaan kiinni. Lisäksi toinen kuuloke ei meinaa välillä mennä päälle, vaan sitä pitää käyttää kotelossa useamman kerran että se ”herää”.",3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,neutraali
Annoin äidille,"Muuten hyvät, tuntuvat laadukkailta ja olivat mukavat korvissa, mutta en itse pitänyt äänenlaadusta. Avattua tuotetta ei voinut palauttaa, joten annoin ne äidilleni. Pientä miinusta myös siitä, että ne on hieman hankalat saada ulos latausrasiasta, niistä on vaikea saada kiinni.",3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,neutraali
"Huono kokemus, muut JBL mallit parempia","Oikea kuuloke ei suostunut lataamaan muutaman käyttökerran jälkeen, palautukseen meni. Kotelon suunnittelu on huono verrattuna muihin JBL malleihin, eikä äänenlaadussakaan ole erityistä hurraamista (vaikkei huono sen suhteen olekaan). Samasta hintaluokasta suosittelisin JBL Wave Flex mallia tämän sijaan, ja hieman kalliimpana vaihtoehtona Live Pro 2, jotka ostin näiden tilalle.",1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
Pettymys,Oikean korvan kuulokkeesta ei ole koskaan kuulunut mitään eli en ole edes päässyt kokeilemaan kunnolla. Olisiko jollain jotain vinkkejä? Apuja?,1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=4,fi,negatiivinen
Pettymys,"Ensimmäiset kuulokkeet eivät toimineet lainkaan joten vaihtoon meni. Googlen perusteella ilmeisesti aika yleistä tälle mallille. Vastamelu on suoraan sanottuna täysin valhetta. Vaimentaa ääniä jopa huonommin kuin vastameluttomat kuulokkeet. Ulkona näitä ei kannata käyttää, ovat käytännössä käyttökelvottomat hieman kovemmassa tuulessa. En voi suositella kenellekkään.",2,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=5,fi,negatiivinen
Jbl tune beams,Hyvät aluksi toimi noin 4kk hyvin tämän jälkeen oikea kuuloke ei toiminut ollenkaan ja nyt juuri vasenkin meni rikki oikeasta ei kuulu mitään ja vasemmasta se kuuluu erittäin heikosti hyvä hinta laatu suhde.,3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=5,fi,neutraali
Rikkinäinen tuote,"Suoraan paketista oikea kuuloke ei toiminut ollenkaan eikä sitä saanut lukuisista yrityksistä huolimatta paritettua, joten tuote toimi vain mono tilassa, ja tämän takia ei äänenlaadusta voi antaa arviota. Yleisesti tuote oli tyylikkään näköinen ja liittäminen puhelimeen helppoa. Onneksi palautus toimi moitteettomasti ja sain rahani takaisin.",1,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=5,fi,negatiivinen
Hinta/laatusuhteessa ok,"Vanhat Airpods prot hajosi ja mietin, laitanko 250€ kiinni uusiin. Päätin kokeilla näitä. Ensimmäinen pari meni suoraan vaihtoon; toinen kuuloke ei yhdistynyt.  Seuraava pari toimi ja on nyt ollut käytössä kolmisen viikkoa. Äänenlaatu ei ole lähelläkään Airpodseja ja vastamelutoiminto ei ole samalla tasolla. Toisaalta sitten taas kuuntelen pääasiassa podcastejä, joten äänenlaatu ei ole niin tärkeä. Eli hintaansa nähden kyllä ihan toimivat.",3,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=5,fi,neutraali
Ei toimi,Oikean puoleinen kuuloke ei jostain syystä toimi. Eilen hain kuulokkeet Verkkokaupasta noudosta eikä oikea kuuloke ole toiminut missään vaiheessa. Valo vilkkuu todella himmeästi välillä eikä toista kuuloketta näy sovelluksessa.,2,https://www.verkkokauppa.com/fi/product/891343/JBL-Tune-Beam-vastamelunappikuulokkeet-musta/reviews?page=6,fi,negatiivinen
En tiedä,"En saanut toimimaan koko koneetta, jotain vikana. Alkutulostuksia kyllä tulosti, mutta ei muuta",1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=1,fi,negatiivinen
Ei toimi,"Skannataksesi on luotava tili, ja tilille salasana - ja salasanaahan palvelu ei hyväksy. Tosin edellinen Hp tulostin vain 5 sivua ja tämä ei edes toimi.",1,https://www.verkkokauppa.com/fi/product/903337/HP-DeskJet-2820e-All-in-One-monitoimitulostin/reviews?page=1,fi,negatiivinen
usb-tallennus,En löytänyt mainitaa sopivasta usb mediasta.Sopiiko ssd ulkoinen levy?,3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=1,fi,neutraali
Tällä rahalla saa tällaista,Ihan perus telkkari. Hidas käyttöliittymä aiheuttaa hätäiselle harmaita hiuksia.,3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=2,fi,neutraali
"LG 55"" UT73 4K LED TV","Laitteesta puuttuivat esim. SCART  -liitäntä sekä erilaisia tuloja kuten RCA liitin. Kuvan laatukin vaikuttaa huonommalta kuin aiempi SONY Bravia. Myöskään vanhat TV:n videotallenteet eivät ole yhteensopivia :/. Koska noita tuloja oli niin vähän, joudun hankkimaan erillisiä adaptereita yms.",2,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=2,fi,negatiivinen
Käyttökelvoton televisiona,"Tämä älyhärveli tuotaa kuvaa ja ääntä. Mutta televisiona ei toimi, koska käyttöjärjestelmä ja kaukosäädin on suunniteltu sellaisella logiikalla että menee viisi minuuttia että löytää mistä itse telkkariohjelmat saa ruutuun. Tässä kohtaa pitäisi tietää että taistelin linuxin koneeseeni jo vuonna 1999, joten ihan avuton nyyppä en tekniikan suhteen ole, vaan tämä tämän telkkarin ja kaukosäätimen logiikka on aidosti järjenvaloton.Tv löytyy nimittäin kohdasta ""äskeiset luettelot"" (sic), jos ensin sellaisen löydät!Eli, jos haluat vimpaimen jossa ihan ok kuva, tässä sellainen. Jos haluat edes auttavan intuitiivista tv:n, pysy kaukana!",1,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=2,fi,negatiivinen
"LG 55 ""","Hinta laatu suhde ok mökkitelkkariksi.Käyttö helpottaisit, jos tv-kanavat saisi suoraa.",3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=2,fi,neutraali
Samsung 55”,"Hinta-laatusuhde kohdallaan ja helppo käyttää, koska edellinenkin TV oli Samsung. Myös kaukosäädin tuttu ja helppo. Ainoa miinus tälle oli kapea katselukulma, eli sivuilta katsottaessa kuva meni lähes valkoiseksi. Jos on paikka, jossa katsotaan vain suoraa edestä, on oikein hyvä perustv.",3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=3,fi,neutraali
Hyvä viisas televisio,"Hyvä telkkari, kuva on hyvä ja telkkari on helppo käyttää. Olisin kuitenkin halunnut tietää lg:n tulevaisuuden suunnitelmista jotka julkaisivat oston jälkeen. Yksityisyys menee minun mielestä täysin. Ja lg tili oli pakko väsätä jotta saa jotain sovelluksia asennettua",3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=3,fi,neutraali
No jaaa.....,"Kuvan laatu on ok ja sovullukset hyvin saatavilla mutta käytettävyys on todella huono. Kaikki mitä etsii löytyy vasta todella monen mutkan jälkeen. yhtenä pienenä esimerkkinä ohjalmaopas/guide: kun valitset ohjelman, et siihen yhdellä painalluksella pääse vaan ensi painallus vain valitsee kanavan mutta guide jää auki kunnes erikseen suljet sen. Tämä vain yksi esimerkki monista.",2,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=4,fi,negatiivinen
Käypänen telkku,"Ei ehkä modernein, mutta tuolla rahalla soiva peli!",3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=5,fi,neutraali
Vaikeaa,Miten tämä saadaan menemään tuosta kieli valikosta menemään eteenpäin,1,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=5,fi,negatiivinen
televisio,"Liian vaikea laittaa ohjelmat päälle , tämän ikäisellä, sekä ohjelmien haku tosi vaikeaa. !!!!",3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=5,fi,neutraali
Käyttöjärjestelmä on hidas,"Tv oli hyvässä tarjouksessa, joten hintaisekseen ok telkkari. webOS 2024 on todella hidas, kaikki komennot kestää useita sekunteja, ei heikkohermoiselle. Suoratoistojen katsominen wifin kautta tökkii, ethernetjohdolla ei, vikka wifin signaali on hyvä",3,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=5,fi,neutraali
Halvalla ei saa hyvää,"Toimii perustelkkarina. Käyttöliittymä järkyttävän hidas ja yllätti, että vielä 2024 vuoden mallissa toiminta voi olla niin kankeaa. Älytelkkariominaisuuksia tarvitsevalle ei voi suositella. Alesta ostettuna kuitenkin siedettävää vastinetta rahalle.",2,https://www.verkkokauppa.com/fi/product/925501/LG-43-UT73-4K-LED-TV/reviews?page=6,fi,negatiivinen
Oclean x pro,"Näytön anturi ei toimi kuuden kuukauden jälkeen, kehen minun pitäisi ottaa yhteyttä takuuasioissa?",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=1,fi,neutraali
heppoinen,"Olen käyttänyt ocleania joitakin vuosia, mutta edellinen meni rikki ja ostin tämä tilalle. Se tuntuu valitettavasti heppoiselta enkä ole juurikaan käyttänyt sitä koska se ei tunnu puhdistavan hyvin, valitettavasti. Olin ensimmäiseen todella tyytyväinen.",1,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=1,fi,negatiivinen
Hintaansa nähden ok,"Toimiva perussähköhammasharja. Ollut käytössä kuukauden, nyt piti ladata ensimmäisen kerran.Älyominaisuudet eivät kuitenkaan toimi kunnolla, esimerkiksi harjauksesta saatu palaute on täysin epäjohdonmukaista.",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=1,fi,neutraali
Susi,"Huono harja, ainoa hyvä tässä on akunkesto. Harjassa kosketusnäyttö joka on todella huono käyttää.",2,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=1,fi,negatiivinen
Huomioi akku,"Noin vuoden käytön jälkeen akku on mennyt aika huonoksi. Aluksi akku kesti usemman viikon ja nyt ehkä viikon. En osaa sanoa onko muissa merkeissä sen parempi. Jos pidät laturin koko ajan kytkettynä ja laitat harjan telineeseen joka käytön jälkeen, tämä ei ole ongelma.Älyominaisuuksia en ole käyttänyt ja vain yhtä pesuohjelmaa käytän, joka tuntuu tehokkaimmalle. Huonoa kosketusnäyttöä joutuu aina hinkkaamaan, jos toivottu pesuohjelma on vaihtunut.Ensi kerralla Orali tai vastaava kunnon merkki.",2,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=2,fi,negatiivinen
Harmittaa kun hyvin harjaa mutta ei kestä,Eka harja ei parin kk jälkeen pitänyt akun varausta ja myös ei ladannut kunnolla. Takuuseen meni ja uus kestänyt 2kk myös ja ensin kosketysnäyttö ei toimi enää ja sitten taas lataus lopetti toimimasta. Super pettynyt enkä todellakaan suosittele.,1,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=2,fi,negatiivinen
Hyvä jos toimii,"Itse laite puhdistaa hyvin ja on kiva käyttää, mutta laatu jättää toivomisen varaa.Ensimmäinen toimi pari kuukautta ja sen jälkeen kosketusnäyttö ei enää reagoinut mihinkään. Uusi tilalle saatu toimi reilut puoli vuotta ja nyt ei enää lataa eikä kosketusnäyttökään toimi. Myös akun kesto heikentynyt selväsit jo puolessa vuodessa.",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=2,fi,neutraali
Toisen harjan laturi hajosi viikossa,"Muuten kaikin puolin passeli tuote, mutta suureksi pettymyksekseni toinen lataus”telakoista” lakkasi toimimasta viikossa. Aiheuttaa pientä tervettä epäluuloisuutta tuotetta kohtaan.",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=2,fi,neutraali
Epämääräinen kokonaisuus vaikka harjaa hyvin,"Akkukesto ei ole aivan niin hyvä kuin mainostetaan (""30 päivää"" on enemmänkin viikko käytännössä kun harjaa kahdesti päivässä, ilman että edes käyttää Bluetooth-yhteyttä kännykkäsovelluksen kanssa). Harjaus , harjakset ja harjausohjelmat/-valinnat toimivat hyvin suuhygienian puolesta - tehokasta ja hellävaraista erikoisharjan kera.Houkutteleva ominaisuus jossa harjassa olevasta pienestä näytöstä näkee harjaustuloksen ei toimi kovin johdonmukaisesti: välillä näyttö kertoo harjauksen lopuksi että yksi suun neljännes on kokonaan vailla kunnon pesua, joten aloitan täydentävän harjauksen vain tälle alueelle, jonka lopuksi saattaa näkyä että joku muu alue olisi nyt jäänyt vaille huomiota (vaikka oli 100% OK ennen täydentämistä) tai laite saattaa luulla etten vieläkään olisi pessyt ongelma-aluetta. Sensorit tai ohjelmisto ovat epätarkkoja.Plussana harjan omalta näytöltä luettava raportti on nähtävissä ilmankin kännykkäsovellusta - tämä on hyvä, koska koko tuote ja kännykkäsovellus on tunnetusti tungettelevaa tiedustelua käyttävästä alkuperämaasta ja sovellus vaatisi kohtuuttoman paljon käyttöoikeuksia Android-puhelimesta, joten en luota siihen pätkääkään.Vielä absurdina miinuksena paketissa on lataustelakka jossa on vanhemmantyylinen, kulmikas mikro-USB-portti, mutta pakkauksen mukana tuleva latausjohto on moderni, pyöristetty USB-C-päinen johto jolla ei tee yhtään mitään: asiakkaan on joka tapauksessa itse hankittava mikro-USB-latausjohto tai mikro-USB -> USB-C -sovitin.",2,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=3,fi,negatiivinen
Hajosi kuukaudessa,"Kuukauden käytön jälkeen harjan hipaisukytkin ei enää toiminut ja käytössä oli vain heikoin aamupesu-moodi. Harjan sai päälle ja pois, mutta ohjelmaa ei saanut vaihdettua.Vanha totuus tuli taas todettua, että jos haluaa hyvän ja halvan, niin pitää ostaa kaksi. Tämä oli niistä se halpa. Palaan Oral-B:hen.",1,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=3,fi,negatiivinen
Keskinkertainen harja,"Erikoishammaslääkärinä olen käyttänyt sähköharjaa vuosikausia. Oral-B:n harjoissa akku simahtaa 2-3 vuoden jälkeen ja ajattelin testata Ocleania kun se oli -50% alessa. Kaksi harjaa alle satasella on kohtuullinen hinta, mutta kyllä puhdistusteho jää Oral-B:n harjoista, joissa pyöreä harjaspää liikkuu edestakaisin ja värähtelee harjasten suuntaan. Etenkin iO-malleihin eron huomaa. On tämä manuaaliharjaa parempi mutta hinta ja laatu kulkee tässäkin käsi kädessä.Alehinnalla antaisin vastinetta rahalle -kohtaan kolme tähteä, mutta normihinnalla ei ole kahta tähteä parempi. Tätä merkkiä tuskin tulee enää ostettua.",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=3,fi,neutraali
Oclean xpro,"Hyvän kokoinen ja varmaan toimiva laite, jos Lataa äpin ja sitä kautta kokeilee eri ohjelmia. Ainoa pettymys oli akku tyhjenee yllätyävän nopeasti. Edellinen kiina harja akku kesti helposti 30 päivää. Akun vuoksi pisteet putosi.",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=3,fi,neutraali
"Puhdasta tekee, paljon turhaa ja huuhaata","Mielestäni hammasharja tekee puhdasta jälkeä.Akun 30 päivän kestävyys on täysin harhaanjohtavaa mainosta! Itselläni virta kestää 10 päivää.Suomen ja Ruotsin kielen puuttuminen sovellutuksessa on miinusta.  Hampaitten puhtauden näyttö on pelkkää huuhaata, sillä näytön mukaan hampaat ovat täysin puhtaat, vaikka pyörittäisi harjaa ilmassa suun ulkopuolella tai neljäsosa hampaista on vielä täysin pesemättä.Itselleni on todella ärsyttävää valmiiksi säädetyt harjausajat, jonka voi sovellutuksessa suurentaa maksimissaan 4:ään minuuttiin. Mieluiten määrittelisin itse hampaan pesun ajan, ilman laitteen sammumista kesken harjauksen.",2,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=4,fi,negatiivinen
"Ei ihan mitä luvattiin, mutta hyvä silti","Hammasharja on oikein toimiva ja puhdasta tulee, mutta akku kestää vain viikon, ei kuukautta, kuten luvattiin. Ylimääräiset ohjelmat eivät ole olleet itsellä tarpeellisia, käytän vain tehokkainta ”iltapuhdistus” ohjelmaa. En ole käyttänyt sovellusta, joten ei kokemusta siitä. Plussaa USB-C ladattavasta matkakotelosta!",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=4,fi,neutraali
Helppoa harjausta,Parina ensimmäisenä harjauskertana harjaosan värinä kutitti ikeniä ja itsellä oli epävarmaa pystyykö käyttöä jatkamaan mutta äkkiä siihen tottui eikä sitä enää huomaa.Appi vaikutta turhalta.Akun kesto todella hyvä.,3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=5,fi,neutraali
"Hyvin pesee hampaat, mutta...","...,kun saat 100% harjaus tulokseksi, niin sen jälkeen harja rekisteröi vain vasemman puolen ja saat aina tulokseksi 52% riippumatta siitä käytätkö lisäharjausta tai et. Kaksi harjaa kokeiltu ja ei toimi. Huolto kestää kuukauden, kun kukaan ei lähetä tilalle, vaikka niitä on varastossa. Sen ajan olet siis ilman harjaa. Luovutin ja tilasin Oral-B iO:n ilman bluetoothia. Toivottavasti saan palautetuista rahat takaisin.",3,https://www.verkkokauppa.com/fi/product/899974/Oclean-X-Pro-Digital-Duo-Set-Limited-Edition-sahkohammasharj/reviews?page=5,fi,neutraali
