otsikko,teksti,tahdet,url,kieli,tunne
Huonosti suunniteltu selkänoja,"Selkänoja hajosi ensimmäisen vuoden jälkeen, sillä se on suunniteltu todella huonosti. Selkänojan tuki on suunniteltu niin, että nojatessa taaksepäin rasitus kohdistuu ruuveihin, jotka tällöin työntyvät ulospäin selkänojasta.",2,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Täysin surkeaa laatua - Pysy kaukana,"Täysin käyttökelvoton laite, joskin ihan mukava istua - noin 15 minuutin ajan. Ostin black fridayn tarjouksena vuonna 2020, ja tässä ongelmia, mitä ilmennyt reilun kolmen vuoden käytön aikana:Selkänojan yläruuvit löystyvät muutaman päivän välein, ellei vaihda laadukkaampiin ruuveihin itse rautakaupastaKaasujousi valuu alas päivän aikanaRistiselän tuki ei pysy paikallaan, vaikka kiristääPultit niin huonoa laatua, että niitä on paukahtanut rikki jo kaksi selkänojan ja istuimen yhdistyskohdastaKeinun jäykkyyden säätö ei tee mitäänIstuimen ja selkänojan kiinnitysmetalli HALKESI kokonaanToisin sanoen tuoli on nyt kahdessa kappaleessa,  vain reilun kolmen vuoden käytön jälkeen. Kannattaa satsata rahaa johonkin laadukkaampaan tuotteeseen, jos ei halua uutta tuolia ostaa muutaman vuoden päästä.",1,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Pettynyt käyttäjä - 2 vuotta käyttänyt,"Huonolaatuinen tuoli. Natisee, ruuvit löystyy (kuten muut maininneet, on näyttävästi ominaisuus) ja vaikea kiristää niiden sijainnin takia. Rullista irtoaa muovia ja pinttyy lattialle. Säätömahdollisuudet kehnot. Muovinen selkätuki löystyy ja vajoaa alaspäin, vaikka sen kiristäisi. Ei ole hintansa väärti yhtään ja kadun ostosta.",1,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Surkea tuoli hintaisekseen,"Tästä ei täyttä hintaa kannata maksaa. Säätöjä on mutta hyvin rajallisesti ja esim. käsinojia et saa mitenkään tarpeeksi lähelle. Selkänoja on kova ja epämukava (ainakin jos olet 190cm pitkä) Penkin säätö oli mielestäni riittävä, siitä yksi tähti. Sama tuote elgigantissa toisella nimellä tällähetkellä alle puoleen hintaan, osta se jos tämän haluat. Palautukseen meni että heilahti.",1,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Ei kestä istumista,"Ensivaikutelmaltaan hyvän oloinen ja helposti kasattava tuoli. Kuitenkin 9kk käytön jälkeen tuoli on nitissyt ja natissut, itse kasattuja osia ja ruuveja saa kiristää vähän väliä, joten tuotteen mukana toimitettu kuusiokoloavain kannattaa pitää lähettyvillä. Lisäksi selkänojasta irtoilee jopa kiinteiden osien ruuvit (ei itse kasatut). Istuimessa ei käytännössä ole luvattua syvyyssäätöä. Istuinta voi kyllä säätää kauemmas selkänojasta, mutta se on täysin tarpeetonta, kun toivoisin päinvastoin saavani istuimen lähemmäs selkänojaa ja jotain tukea selkänojasta. Selkänojasta ei kuitenkaan saa ergonomista tukea selälle edes silloin kun istuin on säädettynä kaikista lähimmäs selkänojaa. Tuolin korkeussäätö on ainoa asia joka tuolissa toimii moitteetta. Olen odottanut nyt usean viikon ajan saavani hajonneeseen selkänojaan takuun puitteissa sopivia ruuveja, mutta maahantuoja ei ole sellaisia löytänyt (Tämä ei ole verkkokauppa.com:in vika). Olen täysin tyytymätön tuotteeseen ja toivoisin voivani palauttaa sen.",1,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Luokattoman huono,"Tuoli kesti 10 kuukauden käytön, mukaan lukien yhden käynnin maahantuojan huollossa, jossa vaihdettiin selkänoja. Tuoli ei kestä käyttöä. Se on muovinen ja huonosti suunniteltu kestämään. Kyynisempi sanoisi, että on suunniteltu hajoamaan. Ergonomia on myös kyseenalainen. Tuoli ei tue yläselkää tau hartioita mitenkään. Keinujarru ei toimi, eli keinuu löysällä. Keinulukolla taas tapana pettää, jolloinka istuja kaatuu taaksepäin. Pisteet nyt sentään jalustasta, joka on tarpeeksi leveä, ettei sentään kaadu lattialle.En ole elämässäni näin huonoa ostosta tehnyt. Maahantuoja kyllä iloisesti korjasi viat takuun aikana, mutta ei huonosta saa hyvää, enkä usko että tämä tuoli kestää enää päivääkään takuuajan päätyyttyä.",1,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Mahtaako sitä ergonomiaa kuitenkaan olla....,"Tässä kun etätöitä joutunut tekemään pidempää pätkää niin voisi kuvitella että oikeat säädöt olisivat jo löytyneet, tuoli on tammikuussa21 ostettu.Tuolissa löytyy perussäädöt mutta esim omalla kohdalla käsitukien sivuttaissäätö ei tule riittävän lähelle vartaloa eli kyynärpäät eivät laskeudu suoraan alas vaan on vinosti tukien päällä. Näin ollen olkapäät/hartiat eivät rentoudu kunnolla. Tuolin istuinosa on leveä.Toisena ongelmana ollut ristiseläntuki mistä muutkin ovat maininneet. Heppoisen tuntuinen ratkaisu josta ei myöskään ollut omalla kohdalla mitää apua. Tuki tuntuu kovalta ja pistemmäiseltä.Minulla painoa n.80kg ja pituutta 193cm.",2,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Huonolaatuinen työtuoli,"Alkuun vaikutti erittäin tukevalta ja hyvältä tuolilta, mutta n. 6kk käytön jälkeen on paljastunut erittäin huonolaatuiseksi. Muilta olen kuullut vastaavia kokemuksia. Huonokestoisuuden vuoksi en voi valitettavasti suositella muuten hyvää tuolia kenellekään.Ensin selkänoja alkoi pitämään ""kilinää"", joka lopulta paljastui valmistajan toimesta kiinnitettyjen ruuvien löystymiseksi. Selkänoja tippui kuukauden päästä kokonaan irti. Valitettuani valmistajalle sain ilmaiseksi kuitenkin uuden selkänojan. Viikkoa myöhemmin sama ongelma alkoi ilmetä uudessa selkänojassa (tiesin nyt mitä etsiä, joten ei mennyt kuukautta tajuta mikä on vikana). Jouduin ostamaan erityispienen ruuvimeisselin, jotta pääsen käsiksi ruuveihin ja kiristän niitä viikon välein itse. Nyt itse istuinosa (joka on täysin valmistajan toimesta koottu) on alkanut pitämään narinaa ja heiluu uhkaavasti. Hakusessa uusi tuoli, en jää odottelemaan että tämä lahoaa alta. Uudesta samanlaisesta voisin maksaa 20€.Käytössä ollut tosiaan n. 6kk. Painan n. 80kg, käytössä sen ~8h päivässä. Ihan tavallista istumista eikä mitään röhnötystä. Toisin sanoen tuoli hajoaa käytössä eikä kestä istumista.Muuten oli ihan hyvä. Säädettävyys, istuvuus, ja etenkin ristiseläntuki ovat hyvät. Tosin nyt tuo ristiseläntukikin on löystynyt ja valuu itsekseen ala-asentoon.",1,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Kaasujousen lukko ei toimi,"Muuten hyvä tuoli, mutta... kaasujousen lukko valskaa sen verran, että aina kun nousee tuolista ylös, tuoli nousee hitaasti yläasentoon. Luulin selviäväni tämän kanssa, mutta nyt alkanut ärsyttää. Muuten kelpo-ostos Black Friday -hintaan.",3,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,neutraali
Selkänoja metelöi,"Tuoli on sinänsä ihan mukava. Selkänojassa kuitenkin yhden pultin pesässä oli jo valmiiksi kierteet pilalla tms (pultti pyörii pesässään kun yrittää kiristää) ja toinen pultti löystyy jatkuvasta kiristelystä huolimatta kokoajan. Tämän seurauksena selkänojasta kuuluu vähän väliä naputtavaa ääntä, kun ilmeisesti löysästi toisissaan kiinni olevat osat hakkaavat toisiaan vasten. Odotan sitä hetkeä, kun vahingossa menee tuonkin pultin pesästä kierteet tai joku muu rikki liiallisen, vähintään pari kertaa viikossa tehtävän kiristämisen takia, eikä naputusta voi korjata enää jatkuvalla kiristämiselläkään. Odotin laadukkaampaa tuotetta.",2,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,negatiivinen
Hyvä tuoli työ - ja pelikäyttöön,"Ostin tuolin black friday-tarjouksessa, hinta oli 199€, Tuohon hintaan aivan loistava hinta-laatu.Tuolin muovinen rakenne aluksi vähän epäilytti kun kasasin sitä, mutta kasattuna tuoli tuntuu erittäin jämäkältä.  Kasaus kesti noin puolisen tuntia ja ohjeet olivat selkeät. Mikään osa ei nitise tai natise ja käsinojat ovat vankat ja tukevat säätömahdollisuuksista huolimatta.Istuinosa on sopivan pehmeä ja käsinojat ovat yllättävän pehmeät, luulin niiden olevan kokonaan kovaa muovia, mutta ne on päällystetty joustavalla vaahtomuovilla päältä. Säädettävä ristiseläntuki vaati omaan selkään aluksi vähän totuttelua, noin 2 viikon käytön jälkeen selkä tottui ja istuma-asento / ryhti on selvästi parantunut.Edelliseen ikea-toimistotuoliin verrattuna tämä on kyllä jokaisella osa aluella paljon parempi, varsinkin kun ottaa huomioon 199 euron tarjoushinnan.Huom! Kuvasta poiketen tuoli on kokonaan täysin musta eikä harmaan värinen.",5,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,positiivinen
Uskalsin ostaa Black Friday tarjouksena,"En ole kyseisestä tuolista paljoa infoa löytänyt ja sen takia en uskaltanut ostaa tuolia täyteen 350€ hintaan. Black Fridayn aikoihin tuoli kuitenkin oli alennuksessa 200€ hintaan ja päätin ostaa tuolin, koska siinä oli paperilla kaikki ominaisuudet mitä itse kaipasin (mesh-selkäosa, istuinosaa voi liikuttaa eteenpäin ja ristiseläntuki).Plussat:Tuolin istuin osa istuttavudeltaan mukava ja sitä saa liikutettua eteenpäin.Mesh-kangas on hengittävä materiaali ja sen kyllä huomaa verrattuna edelliseen tuoliin, jossa oli keinonahkaa.Ristiselän tuki tuntuu ihan hyvältä selkää vasten, mutta vielä on hiukan totuttelua siihen.Osien laatu vaikuttaa hyvältä hintaan nähden. Runko on suureksi osaksi jotain kovaa muoviseosta ja mekaaniset osat tietenkin metallia.Tuolin kokoaminen oli myös helppoa ja ensimmäisen, kun tuoliin istahdin yllätyin positiivisesti. Itselle tuoli vaikutti erittäin vakaalta ja hyvältä mitä tulee istuttavuuteen. Itse olen 178 cm pitkä ja painan 68 kg, niin ainakin minun kokoiselleni henkilölle tämä vaikuttaa sopivalta.MiinuksetKäsinojia saa säädettyä vain ylös ja alas käsinojien säädöistä. HIeman käsinojien leveyteen voi ilmeisesti vaikuttaa niiden asennusvaiheessa. Itse kuitenkin kiinnitin ne niin lähelle, kuin mahdollista ja hiukan vielä niitä haluaisin tuoda lähemmäs. Omassa käytössä tämä ei kuitenkaan suuri ongelma ole varsinkaan, kun ne saa tarpeeksi matalalle, että mevät oman pöydän alle, jonka korkeus lattiasta pöydän alareunaan on 70cm.",4,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,positiivinen
Kotitoimisto tuoliksi ihan passeli,"Olihan tämä aikamoinen sika säkissä ostos, mutta näin parin viikon käytön jälkeen ei hirveästi valittamista ole. Ainut puute mikä tulee mieleen on käsinojan leveyden säätö. Itseä tuo ei hirveästi haittaa kun harvemmin tulee käsinojia käytettyä.",4,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,positiivinen
Hyvä ostos vaikka aluksi epäilytti,"Tämä oli ensimmäinen ergo-tuolini jonka olen ostanut, ja hyvältä vaikuttaa. Hieman epäilytti kun ei mistään, ei edes Ergo Finlandin omilta sivuilta löytynyt muuta kuin yksi kuva, eikä yhtään arvosteluita. Hieman sikaa kassissa periaatteella siis ostin. Tuoli on kuitenkin todella mukava ja säätömahdollisuuksia sopivasti, vaikka käsinojien sivusäätöä ei ole. Ristiseläntuki on hieman kova, mutta selkä on jo nyt tottunut siihen. Tyytyväinen olen ostokseeni.",4,https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1,fi,positiivinen
Täysin käyttökelvoton laitos,"Väritoisto on niin surkea ja väärä vaikka kuinka säätäisi, ettei tällä valitettavasti tee yhtään mitään. Tähän kun lisätään suorastaan sadistinen käyttöliitymä ja ämpärimuovi, on tuloksena yhden tähden vehje.",1,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Suuri apu,"Helpottanut läpikäymistä ja järjestämistä. Muutaman saanut jopa paremmin näkyviin kuin alkuperäisen. Kehittäminen on niin kallista ollut, tämän avulla pääsee halvemmalla. Asennus ja ohjeet selkeät. Ja valtavasti iloa kun löytänyt muutamia ihan ""uusia"" kuvia, joita ei varmasti olisi kehitettäväksi asti vienyt muuten. Suomeksi saa, vaikka vähän tönköt käännökset.",5,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Helppokäyttöinen Dia skanneri,"Vaivaton käyttää kun itsenäinen laite joka tallentaa kortille, ei tarvitse koneelle asennella ohjelmistoja yms yhteen sopivuus jumppaa tehdä. Ainoa miinus hivenen heppoinen kasetti kehystetyille Dioille varsinkin jos Diat kehystetty paksuilla lasikehyksillä täytyy kasettia käyttää varovaisesti.",4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Todella hyvä,Erinomainen hinta-laatusuhde. Vanhat valokuvat saatiin talteen digimuotoon todella helposti,5,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Skanneri,Hinta/laatusuhde ok. Helpohko käyttää. Ei vaadi mitään lisävarusteita.,4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Rollei DF-S 310 SE,"En ole vielä kerinnyt avaamaan pakettia, mutta paketti itsessään on todella hyvännäköinen ja laadukasta pahvia. Paketin teippauksessa käytetty huolellisuutta ja näin varmistettu tuotteiden pysyminen paketissa myös vaativissa olosuhteissa.",5,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Vastinetta rahalle,"Skanneri on tosi nopea verrattuna takavuosien jurnuttimiin: napin painallus ja tallennus tapahtuu sekunneissa. Tarkkuus ei toki ole ihan ammattitasoa, mutta jälki on miellyttävän näköistä ja kelpaa varsin isoihin printteihin siinä missä kinofilmikoko yleensäkin. Värintoisto on kohtuullista ja helpohko säätää, vaikka laitteen käyttöliittymä ei ihan viimeisintä huutoa olekaan. Jos sen sijaan olet harkinnut negaskannaus-puhelinappeja, niin tämä on sata kertaa helpompi ja parempilaatuinen.",4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Kelpo laite,Helppo käyttää. Sovittimessa jotkut diat eivät oikein liu'u,3,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,neutraali
Syöttölaite hajosi,"Halpa laite ja suht hyvä idea diojen syöttämiseen mutta:Miinukset:Syöttölaite hajosi heti alussa, se sormin liikuteltavan nuppi katkesi ja sen avulla liikuteltava ohutsyöttölevy jäi sen syöttösysteemin sisäänPiti avata se syöttösysteemi ja sitten käsin jokainen dia erikseen sormien ja uuden dian ym. avulla laitteen sisällemuutamaan kertaan joutui putsaamaan laitteen sisältä pientä roskaa pois mikä näkyi ruudulla kun digitoieli tuppaa hieman ottamaan likaa sisällensä helpomminihan normaalikokoisten lasilevyllä ja muovikuorella olevien diojen syöttö onnistuu mutta on hieman sanoen tiukkaa, se syöttöaukko on syöttösysteemin kanssa hieman liian ""tiukka""Kuvien tarkkuus voisi olla parempi, jos vertaa sitä heijastettavaan diaan diaprojektorilla niin ei pääse kovin lähelle alkuperäistä kuvan tarkkuutta ja terävyyttäisompi sisäinen muisti (toki voi käyttää muistikorttia).Plussat:hinta halpaottaa sähkönsä tietokoneen USB liitännästäkun on digitoinut sen 29-31 kuvaa (24) niin valikoista valitsee sen USB liitännän ja siirtää kuvatsen avulla tietokoneelle (ei tarvitse sitä muistikorttia käyttää, jos tietokone on siinä lähellä).koko ihan näppärä eli ei iso ja mahtuu hyvin mukaan jos tarvii liikutellahelppokäyttöinensyöttölaite on helppo korjata jos omaa pienen ruuvarin, jolla syöttölaitteen saa auki (että pääsi liimaamaan sennupin takaisin).Lyhyesti kiteytettynä edullinen hinta, kuvien laatu ei ihan toivottua, heikoin lenkki ehdottomasti syöttölaite ja sen kestävyys sekä toiminta.",1,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Huono kuvanlaatu,"Skanneri on helppo käyttää, mutta skannattujen kuvien kuvanlaatu on todella huono. Testeissä 14 megapikselin asetuksella 35 mm diasta sai kuvan 4608x3072 resoluutiolla (2.2 MB). Sinänsä riittävästä resoluutiosta huolimatta kuvat olivat kuitenkin käyttökelvottomia: kuvat olivat pehmeitä, täynnä pikselikohinaa ja kaikki vaaleammat alueet olivat ylivalottuneita. Tarkkuus ei ole lähelläkään diojen tarkkuutta. Skannattuja kuvia ei voisi tulostaa edes tavallisessa 10x15 cm koossa.Diakelkka ei toiminut kunnolla. Se oli ilmeisesti tarkoitettu ohuemmille diakehyksille. Diat sai kyllä voimaa käyttäen liu'utettua laiteen sisälle yksitellen, mutta kelkan syöttövivulla se ei onnistu. Suurempien määrien skannaaminen olisi työlästä.Muutenkaan laite ei oiken edusta nykypäivää. USB liitäntä on mallia 2.0, TV liitäntä toimii analogisella RCA kaapelilla (ei HDMI tms) ja integroitu näyttö on huono. Kuvat pitää siirtää koneelle, jotta voi arvioida kuvan valoitusta, tarkkuutta jne. Ylipäätään kokemukseni oli, että tämä skanneri olisi varmaan ollut pätevä laite vuonna 2005.",1,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Tyydyttävä tasoinen skanneri,"Kohtuullisen hyvä skanneri, yökuvat ei onnistu dioista, eikä negoista. Moni kuva kaipaa lisäksi kuvankäsittelyä.Lidlistä ostamani alle 40€ skanneri on lähes samaa tasoa. Sain kumminkin skannattua tärkeimmät kuvat 70- ja 80-luvuilta. Eipä tällä hinnalla parempaa voi saada.",3,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,neutraali
Kätevä laite,Sain vanhat valokuvat negatiiveiltä vedettyä tietokoneelle.  Hyvät tuli. Kätevä käyttää. Hyvä ostos.,5,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Arvostelu skannerista,"Helppokäyttöinen ,hyvä ohjekirja ja näppärä käyttää. Osa negatiivistä jo muistikortilla.Kätevä asetin eri kokoisille negoille,",5,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Kuvanlaatu on todella huono,Kömpelö käyttöön ja lopputulos on pettymys - kuvanlaatu on todella huono.,2,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Huono tuote,"Toimii huonosti paksujen DIA-kehysten kanssa. Tilanne parani, kun avasin pohjassa olevia ruuveja hieman. Kuvan laatu kohtuullinen. Lopulta ei enää yhdistynyt Windows-koneelle päivityksen jälkeen. Muistikortin avulla sai kuvat siirrettyä tietokoneelle.",1,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Filmiskanneri,"Toimii niinkuin luvattiin, mutta käyttöönotto hieman hankalaa. Ei ihan niin nopea kuin lupaus oli. Täyttää kuitenkin tehtävänsä.",3,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,neutraali
Keskinkertainen,"Käyttäohje todella huono. Esim mistään ei selviä tarviiko laitteessa olla muistikortti sisällä vai ei.Diakuvien syöttö todella nihkeää, joutuu joka dian yksitellen syöttämään ja dian päältä painamaan,  ihan kuin olisi ohuemmille kehyksille tehty, syöttöä varten olevan muovinen ""työnnin"" todella heppoinen siihen verrattuna että dia ei kulje laitteessa kuten pitäisi. Todella hidasta skannata diakuvia tuon jumituksen takia.",3,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,neutraali
Rollei dia filmiskanneru,"Odotin parempaa laatua tunnetulta merkiltä.Toki tiedän, ettei tuossa hintaluokassa voi parempaa saada.Laatu on samaa luokkaa kuin Lidl taannoin myi 40€ maksavaa samantapaista laitetta.Jos diat ovat hyvälaatuisia ja kirkkaita voi henkilöt tunnistaa lopputuloksesta.Kunnon diaskannerien hinnat ovat jossakin 1000€ vaiheilla, vertaa esim Nikon, jota voi kovalla hinnalla jostakin saada käytettynä. Valmistus lopetettu.Parilla sataa saa tasoskannerin, Epson, Canon joissa diakansi, laatu paljon parempi, mutta hidas käyttää.En ole tyytyväinen 130€ maksavaan Rollein skanneriin.T. Jouko S",2,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Välttävä diaskanneri,"Kuvan laatu ei kovin kummoinen, tasoskannerilla jossa diakansi sai parempia kuvia. Diat ei aina oikein meinaa mahtua syöttölaitteen läpi, saa runnoa voimalla. Hidas mutta aika helppo käyttää.",2,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
"Sidettävä kuvanlaatu, mutta...",...lasillisten diojen syöttö tajeltelee pahasti liian tiukan syöttölaitteen takia. Lasittomat kehykset on kyllä tosi helppo ja nopea skannata,2,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Dia- ja filmiscanneri,"Helppokäyttöinen ja nopea, kuvanlaatu kohtalainen, riippuu tietenkin filmin tarkkuudesta. Miinuksena liian ahdas rako kehystettyjä dioja varten, dia ei mene kohtuullisesti vivulla työntämällä vaan dian joutuu naputtelemaan sisään vaikka säätö on suurimmillaan.",4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Kuvat talteen,"Skannaus käy kohtuullisen nopeasti. Laite nappaa kuvan 1/60 s nopeudella tiedostoon tallentuvan tiedon mukaan, mutta kuvan tallennus kestää hiukan. Reilut 11000 negaa olen nyt skannannut. Tarkkuus kuvissa on minusta välttävä. Kinokuvan 5640x3760 tarkkuus pakkaamatta olisi 21 200 kt, mutta laite pakkaa jpg-tiedoston keskimäärin  kokoon 2 700 kt. Laitteen käyttö on helppoa. Kuvien valotuksen ja varin säätäminen on hiukan kömpelöä.",4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Rollei DF-S 310 SE diakuva- ja valokuvafilmiskanneri,1960- ja 70-luvuilla ottamani värikuvat ovat jo hyvin punaisia. Skannerilla saan kuvat filmeistä uudelleen värikuviksi. Samalla voin valikoida filmeistä parhaat otokset säilytettäviksi.,4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,positiivinen
Rollein harha-askel,"Vanha ja arvostettu Rollei alittaa reippaasti odotukset niin mekaanisen laadun kuin ennen kaikkea kuvien laadun osalta. Kehystettyjen diojen syöttölaite aloitti muovisen kitinän jo parin sadan kuvan jälkeen. Laite on liian ahdas useimmille vanhoille Agfan ja Gepen muovisille lasikehyksille. Diojen siirtouloke on kovin ohut ja heiveröinen, joten pelkona on diojen kangerrellessa ulokkeen murtuminen. Hieman uudemmat ja ohuemmat muovi/lasikehykset sekä tietysti lasittomat muovi- ja pahvikehykset toimivat ongelmitta. Skanneri leikkaa ruudun pituudesta 2,5-3mm, mikä on varsin häiritsevää. RGB-säätöjen sijaan olisi kontrasti- ja gammasäätö todella paikallaan. Varsinkin kuvien tumma pää menee niin tukkoon, että lopputulos harvoja miellyttää.",2,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1,fi,negatiivinen
Suositeltava diaskanneri,"Loistava vehje siihen, että saa parhaat diat taikka filmit tallennettua digitaaliseen muotoon.Käyttömukavuus ei parhain, koska käsipelillä menee yksitellen diojen digitalisointi. Eli ei kiireiselle.Mutta silti on 4/5 täysin ansaittu.",4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=2,fi,positiivinen
Toimii,"Saa tehtyä kaiken tarpeellisen, Hieman huonot käyttöohjeet",4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=2,fi,positiivinen
Kuvanlaadussa parannettavaa,"Laite toimii moitteettomasti, mutta skannausten laadussa on paljon toivomisen varaa. Laite ei kaappaa 135-filmin kuvia koko pituudeltaan (noin 5-10% leikkautuu pois) ja kasvot etenkin tummataustaisissa kuvissa jäävät niin vaaleiksi, ettei yksityiskohtia erota. Tummuuden ja värien säätö on riittämätön korjaamaan ongelmaa. Palautukseen menee.",2,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=2,fi,negatiivinen
Valokuvafilmiskannaukselle toimiva ja yksinkertain,"Vanhat mutta sydäntä lämmittävät valokuvafilmit on nyt skannattu kohtuullisen hyvällä tuloksella. Skannaus usjui ongelmitta, mutta RBG:ta oli pakko etsiä filmikohtaisesti. Kuvan laatu on suht hyvä, kun filmin laatu oli hyvä.",4,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=2,fi,positiivinen
Hyvä ostos!,"Todella hyvä laite!  Hienoa että pystyy taltioimaan kaikki vanhat kuvat uudelle ""aikakaudelle""Helpottaa jälkipolvia sukututkimuksessa.Olen erittäin tyytyväinen.",5,https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=2,fi,positiivinen
